date	hostid	mod	type	desc	unit	tag	daily_avg	daily_max	daily_min	hour_count	first_hour	last_hour	first_hour_readable	last_hour_readable
2026-07-01	host002	proc_block	pref	阻塞进程数	个	proc_count	253.33	491.0	2.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host002	proc_run	pref	运行中进程数	个	proc_count	244.54	465.0	28.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host002	proc_total	pref	总进程数	个	proc_count	248.75	454.0	25.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	cpu_idle	pref	CPU空闲率	%	cpu_percent	54.83	86.63	20.59	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	25.43	45.83	1.49	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	cpu_usage	pref	CPU综合使用率	%	cpu_percent	44.91	76.41	6.19	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	cpu_user	pref	用户态CPU使用率	%	cpu_percent	33.1	49.61	11.2	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	23.35	46.55	0.83	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	load1	pref	1分钟平均负载		load_average	15.88	31.8	1.38	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	load15	pref	15分钟平均负载		load_average	18.32	29.88	3.13	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	load5	pref	5分钟平均负载		load_average	16.91	31.71	1.97	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	mem_buff	pref	缓冲区内存	MB	mem_metric	74277.62	130412.0	5641.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	mem_cache	pref	缓存内存	MB	mem_metric	57175.29	114418.0	10621.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	mem_free	pref	空闲内存	MB	mem_metric	68003.96	126814.0	2213.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	mem_swap	pref	交换区使用	MB	mem_metric	73773.96	129231.0	5041.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	mem_used	pref	已使用内存	MB	mem_metric	64166.75	122340.0	10146.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	net_in	pref	网络入站带宽	MB/s	net_speed_mb	550.61	995.28	107.77	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	net_out	pref	网络出站带宽	MB/s	net_speed_mb	479.4	949.86	44.09	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	net_pktin	pref	每秒入站数据包数	pkt/s	net_packets	58151.33	99883.0	8472.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	net_pktout	pref	每秒出站数据包数	pkt/s	net_packets	53516.0	99765.0	132.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	proc_block	pref	阻塞进程数	个	proc_count	294.42	494.0	32.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	proc_run	pref	运行中进程数	个	proc_count	220.92	477.0	24.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host003	proc_total	pref	总进程数	个	proc_count	282.08	499.0	0.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	cpu_idle	pref	CPU空闲率	%	cpu_percent	55.97	92.31	20.24	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	29.6	48.39	3.11	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	cpu_usage	pref	CPU综合使用率	%	cpu_percent	45.94	75.89	5.44	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	cpu_user	pref	用户态CPU使用率	%	cpu_percent	22.52	48.08	1.91	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	27.49	49.18	2.3	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	load1	pref	1分钟平均负载		load_average	16.58	31.89	2.47	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	load15	pref	15分钟平均负载		load_average	15.7	30.97	1.5	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	load5	pref	5分钟平均负载		load_average	18.86	31.75	0.79	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	mem_buff	pref	缓冲区内存	MB	mem_metric	64681.0	130375.0	1720.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	mem_cache	pref	缓存内存	MB	mem_metric	52859.79	114472.0	6534.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	mem_free	pref	空闲内存	MB	mem_metric	67639.88	129918.0	6044.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	mem_swap	pref	交换区使用	MB	mem_metric	63764.25	117505.0	1055.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	mem_used	pref	已使用内存	MB	mem_metric	69149.42	122269.0	2102.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	net_in	pref	网络入站带宽	MB/s	net_speed_mb	542.19	997.79	4.57	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	net_out	pref	网络出站带宽	MB/s	net_speed_mb	472.0	993.95	4.48	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	net_pktin	pref	每秒入站数据包数	pkt/s	net_packets	44456.29	99237.0	2461.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	net_pktout	pref	每秒出站数据包数	pkt/s	net_packets	43121.46	98733.0	171.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	proc_block	pref	阻塞进程数	个	proc_count	218.58	466.0	1.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	proc_run	pref	运行中进程数	个	proc_count	265.12	477.0	28.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host004	proc_total	pref	总进程数	个	proc_count	257.79	493.0	23.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	cpu_idle	pref	CPU空闲率	%	cpu_percent	58.94	94.35	21.41	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	23.23	49.83	1.36	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	cpu_usage	pref	CPU综合使用率	%	cpu_percent	49.13	79.23	6.09	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	cpu_user	pref	用户态CPU使用率	%	cpu_percent	25.37	45.39	1.18	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	25.16	49.62	3.08	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	load1	pref	1分钟平均负载		load_average	16.22	30.84	1.71	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	load15	pref	15分钟平均负载		load_average	13.18	30.06	2.1	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	load5	pref	5分钟平均负载		load_average	18.04	31.52	0.27	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	mem_buff	pref	缓冲区内存	MB	mem_metric	66573.17	129747.0	4416.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	mem_cache	pref	缓存内存	MB	mem_metric	66190.54	118182.0	5028.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	mem_free	pref	空闲内存	MB	mem_metric	69651.17	129320.0	9379.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	mem_swap	pref	交换区使用	MB	mem_metric	72952.21	124313.0	3599.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	mem_used	pref	已使用内存	MB	mem_metric	69151.08	128846.0	3443.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	net_in	pref	网络入站带宽	MB/s	net_speed_mb	525.84	957.36	41.02	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	net_out	pref	网络出站带宽	MB/s	net_speed_mb	424.77	982.43	10.45	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	net_pktin	pref	每秒入站数据包数	pkt/s	net_packets	52742.29	93704.0	6895.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	net_pktout	pref	每秒出站数据包数	pkt/s	net_packets	49943.5	90375.0	6788.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	proc_block	pref	阻塞进程数	个	proc_count	237.42	480.0	4.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	proc_run	pref	运行中进程数	个	proc_count	278.38	494.0	46.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host005	proc_total	pref	总进程数	个	proc_count	231.21	499.0	27.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	cpu_idle	pref	CPU空闲率	%	cpu_percent	55.55	92.49	23.07	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	26.76	49.59	0.56	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	cpu_usage	pref	CPU综合使用率	%	cpu_percent	44.19	73.16	7.28	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	cpu_user	pref	用户态CPU使用率	%	cpu_percent	26.4	47.14	1.15	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	27.09	49.61	1.29	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	load1	pref	1分钟平均负载		load_average	18.39	30.62	1.52	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	load15	pref	15分钟平均负载		load_average	14.11	31.2	0.88	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	load5	pref	5分钟平均负载		load_average	19.68	31.68	4.48	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	mem_buff	pref	缓冲区内存	MB	mem_metric	76189.88	129247.0	5061.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	mem_cache	pref	缓存内存	MB	mem_metric	57587.17	125625.0	1827.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	mem_free	pref	空闲内存	MB	mem_metric	66773.21	130789.0	5357.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	mem_swap	pref	交换区使用	MB	mem_metric	58759.17	117080.0	1268.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	mem_used	pref	已使用内存	MB	mem_metric	74632.67	128478.0	1362.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	net_in	pref	网络入站带宽	MB/s	net_speed_mb	454.65	972.42	24.75	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	net_out	pref	网络出站带宽	MB/s	net_speed_mb	461.87	992.86	62.53	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	net_pktin	pref	每秒入站数据包数	pkt/s	net_packets	49786.25	97875.0	252.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	net_pktout	pref	每秒出站数据包数	pkt/s	net_packets	49520.75	99792.0	3284.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	proc_block	pref	阻塞进程数	个	proc_count	238.38	499.0	10.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	proc_run	pref	运行中进程数	个	proc_count	278.46	500.0	33.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host006	proc_total	pref	总进程数	个	proc_count	318.46	490.0	102.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	cpu_idle	pref	CPU空闲率	%	cpu_percent	49.66	85.07	22.01	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	27.6	47.01	1.01	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	cpu_usage	pref	CPU综合使用率	%	cpu_percent	48.89	78.47	8.24	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	cpu_user	pref	用户态CPU使用率	%	cpu_percent	22.67	46.35	0.71	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	29.0	49.62	4.79	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	load1	pref	1分钟平均负载		load_average	16.24	31.47	0.06	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	load15	pref	15分钟平均负载		load_average	15.53	31.45	0.28	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	load5	pref	5分钟平均负载		load_average	14.39	31.84	0.66	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	mem_buff	pref	缓冲区内存	MB	mem_metric	65619.38	130467.0	7244.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	mem_cache	pref	缓存内存	MB	mem_metric	74650.46	129315.0	10707.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	mem_free	pref	空闲内存	MB	mem_metric	63489.08	128175.0	1704.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	mem_swap	pref	交换区使用	MB	mem_metric	67942.92	124952.0	1447.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	mem_used	pref	已使用内存	MB	mem_metric	69195.42	128095.0	10689.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	net_in	pref	网络入站带宽	MB/s	net_speed_mb	482.1	999.04	107.24	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	net_out	pref	网络出站带宽	MB/s	net_speed_mb	422.31	925.43	52.81	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	net_pktin	pref	每秒入站数据包数	pkt/s	net_packets	40712.29	97674.0	1555.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	net_pktout	pref	每秒出站数据包数	pkt/s	net_packets	49188.54	99017.0	4686.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	proc_block	pref	阻塞进程数	个	proc_count	286.08	499.0	3.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	proc_run	pref	运行中进程数	个	proc_count	235.17	500.0	51.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host007	proc_total	pref	总进程数	个	proc_count	235.46	487.0	41.0	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	cpu_idle	pref	CPU空闲率	%	cpu_percent	54.07	92.36	21.09	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	cpu_sys	pref	系统态CPU使用率	%	cpu_percent	23.44	47.79	0.01	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	cpu_usage	pref	CPU综合使用率	%	cpu_percent	40.82	77.24	5.55	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	cpu_user	pref	用户态CPU使用率	%	cpu_percent	25.23	48.0	0.42	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	cpu_wait	pref	IO等待CPU使用率	%	cpu_percent	28.43	47.81	1.18	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	load1	pref	1分钟平均负载		load_average	15.27	29.24	0.16	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
2026-07-01	host008	load15	pref	15分钟平均负载		load_average	17.66	31.33	3.96	24	2026-07-01 00:00	2026-07-01 23:00	2026-07-01 00:00	2026-07-01 23:00
